Method,Mode,Gamma,Abs Error,Rel Error
Regular PINN,0,0,0.0002627121050293583,0.029226737030091886
Regular PINN,0,20,277.23602294921875,27723.602294921875
Regular PINN,0,40,2094.2373046875,209423.73046875
Regular PINN,0,60,25.626907348632812,2562.6907348632812
Regular PINN,0,80,4138.4833984375,413848.33984375
Regular PINN,0,100,0.0419732891023159,4.19732891023159
Curriculum Training,0,0,0.00012894232593907534,0.014339371685538532
Curriculum Training,0,20,264.8016357421875,26480.16357421875
Curriculum Training,0,40,1138.510498046875,113851.0498046875
Curriculum Training,0,60,2123.16650390625,212316.650390625
Curriculum Training,0,80,5516.8115234375,551681.15234375
Curriculum Training,0,100,5099.4990234375,509949.90234375
PL-PINN (ours),0,0,0.00403083068015605,0.44771013813363814
PL-PINN (ours),0,20,0.060468364506959915,6.0468364506959915
PL-PINN (ours),0,40,0.23282381892204285,23.282381892204285
PL-PINN (ours),0,60,0.33173391222953796,33.173391222953796
PL-PINN (ours),0,80,0.6503919959068298,65.03919959068298
PL-PINN (ours),0,100,0.5678183436393738,56.78183436393738
